"","response","updated_response"
"230",0,0
"2300",0,0
"23001",1,1
"23002",0,0
"23005",1,1
"23007",0,0
"23008",0,0
"2301",1,1
"23011",0,0
"23012",0,0
"23013",0,1
"23014",0,0
"23015",0,0
"23016",0,0
"23017",0,0
"23019",1,1
"2302",1,1
"23020",1,1
"23022",1,1
"23023",0,0
"23024",0,0
"23025",1,1
"23026",0,0
"23028",1,1
"23029",0,0
"2303",1,1
"23030",0,1
"23031",0,0
"23032",0,0
"23033",0,0
"23034",0,0
"23035",0,0
"23036",0,1
"23037",0,0
"23038",0,0
"23039",0,0
"2304",1,1
"23040",1,1
"23041",0,0
"23042",0,0
"23043",1,1
"23046",0,0
"23047",0,0
"23048",0,0
"23049",0,0
"2305",0,0
"23051",0,0
"23052",0,0
"23053",0,0
"23054",0,0
"23057",0,0
"23059",0,0
"2306",0,0
"23060",0,0
"23061",0,0
"23062",0,0
"23063",0,0
"23064",1,1
"23065",1,1
"23066",0,0
"23067",0,1
"2307",0,0
"23070",0,0
"23071",0,0
"23072",0,0
"23074",0,0
"23075",0,0
"23076",0,0
"23077",0,0
"23078",0,0
"2308",0,0
"23080",0,0
"23081",0,0
"23082",0,0
"23085",0,0
"23086",1,1
"23087",0,0
"23089",0,0
"2309",0,0
"23090",1,1
"23091",0,0
"23092",0,0
"23093",1,1
"23094",1,1
"23095",1,1
"23096",1,1
"23097",0,1
"23098",0,0
"23099",0,0
"231",0,0
"23101",0,0
"23102",0,1
"23105",0,0
"23107",0,0
"23108",0,0
"23109",0,0
"23111",1,1
"23112",0,1
"23113",0,0
"23114",1,1
"23116",0,1
"23117",0,0
"23118",1,1
"23119",0,0
"2312",1,1
"23120",0,0
"23122",0,0
"23125",0,0
"23126",1,1
"23127",0,0
"23129",1,1
"2313",1,1
"23130",0,0
"23131",0,0
"23132",0,0
"23133",1,1
"23135",1,1
"23136",0,0
"23137",0,0
"23138",0,0
"23139",0,0
"2314",1,1
"23140",0,0
"23141",1,1
"23142",0,0
"23143",0,0
"23144",0,0
"23148",0,0
"23149",0,1
"2315",0,0
"23150",0,0
"23151",0,0
"23152",1,1
"23154",0,1
"23155",0,1
"23157",0,0
"23158",0,0
"2316",1,1
"23160",0,0
"23161",0,0
"23162",1,1
"23163",0,0
"23164",0,0
"23165",1,1
"23166",0,0
"23167",0,0
"23168",0,0
"23169",1,1
"2317",1,1
"23170",0,0
"23171",1,1
"23172",0,0
"23173",0,0
"23174",0,0
"23175",1,1
"23176",0,0
"23177",0,0
"23178",0,0
"23179",0,0
"2318",1,1
"23180",0,0
"23181",0,0
"23184",0,1
"23185",0,0
"23186",0,0
"23187",0,0
"23189",1,1
"2319",0,0
"23190",0,0
"23192",0,0
"23193",1,1
"23194",0,0
"23195",0,0
"23196",0,0
"23197",0,0
"23198",0,0
"23199",0,0
"23200",0,0
"23201",0,0
"23203",1,1
"23204",1,1
"23205",0,0
"23207",0,0
"23208",0,0
"23209",1,1
"2321",1,1
"23210",0,0
"23211",0,0
"23212",0,0
"23213",0,0
"23214",0,0
"23215",0,0
"23216",0,0
"23217",0,0
"23218",1,1
"23219",0,0
"2322",0,0
"23220",0,0
"23221",1,1
"23223",0,0
"23224",1,1
"23225",0,0
"23228",0,0
"23229",1,1
"2323",0,0
"23230",1,1
"23231",0,0
"23232",0,0
"23233",1,1
"23234",0,0
"23235",0,0
"23236",1,1
"23237",0,0
"23239",0,0
"2324",1,1
"23240",0,0
"23241",1,1
"23242",0,0
"23243",0,0
"23244",0,0
"23245",0,0
"23246",0,0
"23247",1,1
"23248",0,0
"23250",1,1
"23251",0,0
"23252",0,0
"23253",0,0
"23254",0,0
"23255",0,0
"23256",0,0
"23258",1,1
"23259",1,1
"2326",0,0
"23261",1,1
"23262",1,1
"23263",0,0
"23264",0,0
"23265",0,1
"23266",0,0
"23268",1,1
"23269",0,0
"2327",0,0
"23270",0,0
"23271",0,0
"23272",0,0
"23274",0,0
"23275",0,0
"23276",0,0
"23277",0,0
"23279",1,1
"2328",1,1
"23281",0,0
"23283",0,0
"23284",0,0
"23285",0,0
"23286",0,0
"23287",1,1
"23288",1,1
"2329",0,0
"23291",0,1
"23293",0,0
"23294",0,0
"23295",0,0
"23299",1,1
"2330",0,0
"23300",0,0
"23301",0,0
"23302",0,0
"23303",0,0
"23304",0,0
"23305",0,0
"23306",0,0
"23307",0,0
"23308",0,0
"23309",0,1
"2331",0,0
"23310",1,1
"23312",1,1
"23313",0,0
"23314",1,1
"23315",0,0
"23316",1,1
"23317",1,1
"23318",0,0
"2332",1,1
"23321",1,1
"23322",1,1
"23324",0,0
"23325",1,1
"23326",0,0
"23327",1,1
"23328",1,1
"23329",0,0
"23331",0,0
"23332",0,0
"23333",0,0
"23334",1,1
"23335",0,0
"23336",0,0
"23338",0,0
"23339",0,0
"2334",1,1
"23341",0,0
"23344",0,0
"23345",1,1
"23347",1,1
"23348",0,0
"23349",0,0
"2335",1,1
"23350",0,0
"23351",0,0
"23352",0,0
"23353",0,0
"23354",0,0
"23355",0,0
"23357",0,0
"23358",0,0
"23359",0,0
"23360",0,0
"23361",0,0
"23362",0,0
"23363",1,1
"23365",0,0
"23366",0,0
"23367",0,0
"23368",0,0
"23369",0,0
"23370",1,1
"23371",0,0
"23373",0,0
"23376",0,0
"23378",0,0
"23379",0,0
"23381",0,0
"23382",0,0
"23383",0,0
"23384",1,1
"23385",1,1
"23386",0,0
"23387",1,1
"23389",1,1
"2339",0,0
"23390",0,0
"23392",0,0
"23394",1,1
"23395",1,1
"23396",1,1
"23397",1,1
"23398",0,0
"23399",0,0
"23400",1,1
"23401",0,0
"23403",0,0
"23404",1,1
"23405",1,1
"23406",0,0
"23408",0,0
"23409",0,0
"23410",0,0
"23411",0,0
"23412",0,0
"23413",0,0
"23414",1,1
"23415",0,0
"23416",0,0
"23417",1,1
"23418",1,1
"2342",0,0
"23420",0,0
"23421",0,0
"23423",0,0
"23424",1,1
"23426",1,1
"23428",0,0
"23429",0,0
"23430",0,0
"23431",1,1
"23432",1,1
"23433",0,0
"23434",0,0
"23435",1,1
"23436",0,0
"23438",1,1
"23439",0,0
"23440",0,0
"23443",1,1
"23446",0,1
"23450",0,0
"23451",1,1
"23452",0,0
"23456",0,0
"23457",0,0
"2346",0,0
"23460",0,0
"23461",1,1
"23462",0,0
"23463",0,0
"23464",0,0
"23466",0,0
"23467",0,0
"23468",0,0
"23469",0,0
"23471",0,0
"23473",0,0
"23474",1,1
"23475",0,0
"23476",1,1
"23478",0,0
"23479",1,1
"2348",1,1
"23480",0,0
"23481",0,0
"23483",1,1
"23484",0,0
"23491",0,0
"23492",0,0
"23493",0,1
"23495",1,1
"23498",1,1
"23499",1,1
"2350",0,0
"23500",0,1
"23503",1,1
"23504",0,0
"23505",0,0
"23506",0,0
"23507",0,0
"23508",0,0
"23509",1,1
"23510",0,0
"23511",1,1
"23512",1,1
"23513",0,0
"23514",1,1
"23515",0,0
"23516",1,1
"23517",0,0
"23518",0,0
"23519",0,0
"2352",0,0
"23521",0,0
"23522",1,1
"23523",0,0
"23524",0,0
"23526",0,0
"23527",0,0
"23528",0,0
"23529",1,1
"2353",1,1
"23530",1,1
"23531",0,0
"23532",0,0
"23533",1,1
"23534",1,1
"23536",0,0
"23538",0,0
"23539",0,0
"2354",0,0
"23541",0,0
"23542",0,0
"23543",0,0
"23544",0,0
"23545",1,1
"23546",0,0
"23547",0,0
"23548",0,0
"23549",0,0
"2355",0,0
"23550",0,0
"23551",0,0
"23552",0,0
"23553",0,0
"23554",1,1
"23555",0,0
"23556",1,1
"23557",0,0
"23558",1,1
"23559",0,0
"2356",0,0
"23560",0,0
"23562",1,1
"23563",0,0
"23566",0,0
"23567",0,0
"23568",1,1
"23569",1,0
"2357",0,0
"23576",0,0
"2358",0,0
"23580",0,0
"23581",1,1
"23582",0,0
"23583",0,0
"23584",0,0
"23585",0,0
"23586",1,1
"23587",0,0
"23588",0,0
"23589",0,0
"2359",0,0
"23590",1,1
"23592",1,1
"23593",0,0
"23594",1,1
"23595",0,0
"23596",0,0
"23597",0,0
"23598",0,0
"23600",1,1
"23601",0,0
"23603",0,0
"23604",0,0
"23607",1,1
"23608",0,0
"23609",0,0
"23612",0,0
"23613",0,0
"23616",0,0
"23617",0,0
"23620",0,0
"23621",0,0
"23623",0,0
"23624",0,0
"23625",0,0
"23626",0,0
"23627",0,0
"23630",1,1
"23632",0,0
"23633",0,0
"23635",0,0
"23636",1,1
"23639",1,1
"23640",0,0
"23641",0,0
"23643",0,0
"23644",0,0
"23645",0,0
"23646",1,1
"23647",0,0
"23648",0,0
"23649",0,0
"23650",0,0
"23654",0,0
"23657",0,0
"23658",0,0
"23659",0,0
"23660",0,0
"23670",0,0
"23671",0,0
"23673",0,0
"23676",1,1
"23677",0,0
"23682",0,0
"23683",0,0
"23704",0,0
"23705",0,0
"23708",0,0
"23710",0,0
"23729",1,1
"23731",0,0
"23741",0,0
"23742",1,1
"23743",0,0
"23746",1,1
"23753",0,0
"23759",0,0
"23760",0,0
"23761",0,1
"23762",0,0
"23764",0,0
"23765",1,1
"23767",1,1
"23768",0,0
"23769",1,1
"23770",0,0
"23774",0,0
"23779",0,0
"23780",1,1
"23784",0,0
"23786",0,0
"23787",0,0
"23788",0,0
"238",1,1
"239",0,0
"2395",1,1
"24",1,1
"240",1,1
"241",1,1
"24137",1,1
"24138",0,0
"24139",0,0
"24140",1,1
"24141",0,0
"24142",0,0
"24144",0,0
"24145",1,1
"24146",0,0
"24147",0,0
"24148",1,1
"24149",0,0
"242",1,1
"2444",0,0
"245711",0,0
"245802",0,0
"245806",0,0
"245812",0,0
"245910",0,0
"245911",0,0
"245913",0,0
"245915",0,0
"245927",0,0
"245928",0,0
"245929",0,0
"245930",0,0
"245932",0,0
"245934",0,0
"245936",0,0
"245937",0,0
"245938",0,0
"245939",0,0
"245940",0,0
"245972",0,0
"245973",0,0
"246",0,0
"246175",0,0
"246181",0,0
"246184",0,0
"246213",1,1
"246243",1,1
"246269",0,0
"246329",1,1
"246330",0,0
"246721",0,0
"246777",0,0
"246778",0,0
"247",0,0
"2475",1,1
"248",0,0
"2483",1,1
"2487",1,1
"2488",1,1
"249",1,1
"2491",0,0
"2492",1,1
"2494",0,0
"2495",1,1
"25",1,1
"250",0,0
"251",0,0
"2512",1,1
"2515",0,0
"2516",1,1
"2517",1,1
"2519",0,0
"2520",0,0
"2521",1,1
"2523",0,0
"2524",0,0
"2525",0,0
"2526",0,0
"2527",0,0
"2528",0,0
"252839",0,0
"252884",0,0
"2529",0,0
"252969",0,0
"252983",0,0
"252995",0,0
"2530",1,1
"253012",0,0
"253017",1,1
"2531",1,1
"253143",0,0
"253152",0,0
"253190",0,0
"2532",0,0
"253260",0,0
"2533",1,1
"253314",0,0
"2534",0,0
"253430",0,0
"253461",0,0
"2535",1,1
"253512",0,0
"253558",0,0
"253559",0,0
"253582",0,0
"253635",0,0
"253639",0,0
"253650",0,0
"2537",0,0
"253714",0,0
"253725",0,0
"253738",1,1
"253769",0,0
"253782",0,0
"2538",1,1
"253827",1,1
"253832",0,0
"2539",1,1
"253935",0,0
"253959",0,1
"253970",0,0
"253980",0,0
"253982",0,0
"254013",0,0
"254042",0,0
"254048",0,0
"254050",0,0
"254065",1,1
"254102",0,0
"254122",0,0
"254158",0,0
"254170",0,0
"254173",0,0
"254225",0,0
"254228",0,0
"254240",0,0
"254251",0,0
"254263",0,0
"254268",0,0
"254272",0,0
"254295",0,0
"2543",0,0
"254359",0,0
"254394",1,1
"254427",0,0
"254428",0,1
"254439",0,0
"254528",1,1
"254531",0,0
"254552",0,0
"2547",0,0
"254773",0,0
"254778",0,0
"254783",0,0
"254786",0,0
"2548",1,1
"254827",0,0
"254863",0,0
"254879",0,0
"254887",0,0
"2549",1,1
"254950",0,0
"254956",0,0
"254973",0,0
"255022",0,0
"255027",0,0
"255043",0,0
"255057",0,0
"255061",0,0
"2551",0,0
"255101",0,1
"255104",0,0
"255119",0,0
"255189",0,0
"255220",0,0
"255231",0,0
"255239",0,0
"255252",0,0
"255275",0,0
"2553",0,0
"255313",0,0
"255324",0,0
"255349",0,0
"255374",0,0
"255394",0,0
"2554",1,1
"255411",0,0
"255426",0,0
"255488",0,0
"2555",1,1
"255520",0,0
"2556",1,1
"255626",0,0
"255631",0,0
"2557",0,0
"255725",0,0
"255738",1,1
"255743",0,0
"255758",1,1
"255762",0,0
"255783",0,0
"255798",0,0
"2558",1,1
"255809",0,0
"255877",0,0
"2559",0,0
"255919",0,0
"255928",1,1
"255967",0,0
"2560",1,1
"256006",0,0
"256021",0,0
"256051",0,0
"256076",0,0
"2561",1,1
"256126",0,0
"256130",0,0
"256144",0,0
"256148",0,0
"2562",1,1
"256223",0,0
"256227",0,0
"256281",0,0
"256297",1,1
"2563",1,1
"256309",0,0
"256329",0,0
"256356",0,0
"256364",0,0
"256380",0,0
"256394",0,0
"2564",0,0
"256435",0,0
"256471",1,1
"256472",0,0
"2565",0,0
"256536",0,0
"256586",0,0
"2566",1,1
"256643",0,0
"256646",1,1
"256691",0,0
"2567",0,0
"256710",0,0
"256714",0,0
"256764",1,1
"2568",0,0
"256815",0,0
"2569",0,0
"256933",0,0
"256949",0,0
"256979",0,0
"256987",0,0
"257",1,1
"2570",0,0
"257019",0,0
"257044",0,0
"257062",0,0
"257068",0,0
"2571",1,1
"257101",0,0
"257106",0,0
"257144",0,0
"257160",0,0
"257169",0,0
"257177",0,0
"257194",0,0
"2572",0,0
"257202",0,0
"257218",0,0
"257236",0,0
"257240",0,0
"257313",0,0
"257364",0,0
"257397",0,0
"257407",0,0
"257415",0,0
"25758",0,0
"25759",0,0
"257629",0,0
"25763",0,0
"25764",0,0
"25766",0,0
"25769",0,0
"25770",0,0
"25771",0,0
"25775",0,0
"25776",0,1
"25777",0,0
"25778",1,1
"25780",0,0
"25782",1,1
"25788",0,0
"25789",0,0
"25790",0,1
"25791",0,0
"25792",1,1
"25793",1,1
"25794",1,1
"25796",0,0
"25797",0,0
"25798",0,0
"25799",0,0
"258",1,1
"2580",0,0
"25800",0,0
"25801",0,0
"258010",0,0
"25802",1,1
"25803",0,0
"25804",0,0
"25805",0,0
"25806",0,0
"25807",0,0
"25809",0,0
"2581",1,1
"25813",0,0
"25814",1,1
"25816",0,0
"25817",0,0
"25818",0,0
"25819",0,0
"2582",1,1
"25820",0,0
"25821",1,1
"25822",0,0
"25823",0,0
"25824",0,0
"25825",0,0
"25827",0,0
"25828",1,1
"25829",0,0
"2583",1,1
"25830",0,0
"25831",0,0
"25833",0,0
"25834",0,0
"25836",1,1
"25837",0,0
"25839",1,1
"2584",1,1
"25840",0,0
"25841",0,0
"25842",0,0
"25843",0,0
"25844",0,0
"25847",0,0
"25849",0,0
"2585",0,0
"25850",0,0
"25851",0,0
"25852",0,0
"25853",0,0
"25854",0,0
"25855",0,0
"25858",0,0
"25861",1,1
"25862",0,0
"25864",0,0
"25865",0,0
"2587",0,0
"25870",0,0
"25871",0,1
"25873",0,0
"25874",0,0
"25875",0,0
"25876",0,0
"25878",0,0
"25879",0,0
"2588",1,1
"25880",0,0
"25884",0,0
"25885",1,1
"25886",1,1
"25888",0,0
"2589",0,0
"25890",0,0
"25891",0,0
"25893",0,0
"25894",1,1
"25895",0,0
"25896",0,0
"25897",0,0
"25898",0,0
"259",0,0
"2590",0,1
"25900",0,0
"25901",0,0
"25902",0,0
"25903",0,0
"25904",0,0
"25906",0,0
"25907",0,0
"25909",0,0
"2591",1,1
"25911",0,0
"25912",0,0
"25913",1,1
"25914",1,1
"25915",1,1
"25917",0,0
"259173",0,0
"2592",1,1
"25920",0,0
"25921",0,0
"259217",0,0
"25923",1,1
"259230",0,0
"259232",1,1
"259236",1,1
"259239",0,0
"25924",0,0
"259240",0,0
"259249",0,0
"25925",0,0
"25926",0,0
"259266",1,1
"25927",0,0
"25928",0,0
"259282",0,0
"259285",0,0
"259286",0,0
"259287",0,0
"259289",0,0
"25929",0,1
"259290",0,0
"259292",0,0
"259293",0,0
"259294",0,0
"259295",0,0
"259296",0,0
"2593",1,1
"25930",0,1
"259307",0,0
"259308",0,0
"25932",0,0
"25934",0,0
"25936",0,0
"25937",0,0
"25938",0,0
"25939",1,1
"25940",0,0
"25941",0,0
"25942",1,1
"25943",0,0
"25945",0,0
"25946",0,0
"25948",0,0
"25949",0,0
"2595",0,0
"25950",0,0
"25953",1,1
"25956",0,0
"25957",0,0
"25959",1,1
"2596",0,0
"25960",0,0
"25961",0,0
"25962",0,0
"25963",0,0
"25966",0,0
"2597",0,0
"25970",1,1
"25972",0,0
"25973",1,1
"25974",1,1
"25975",0,0
"25976",0,0
"25977",1,1
"25978",1,1
"25979",0,0
"25980",0,0
"25981",1,1
"25983",0,0
"25984",0,0
"25987",0,0
"25988",0,0
"25989",0,0
"25992",0,0
"25994",0,0
"25996",0,0
"25998",0,0
"25999",0,0
"26",0,0
"26000",0,0
"26001",0,0
"26002",0,0
"26003",0,0
"26005",1,1
"26007",1,1
"26009",0,0
"26010",0,0
"26011",1,1
"26012",1,1
"26013",0,0
"26015",0,0
"26017",0,0
"26018",0,0
"26019",0,0
"26020",0,0
"26022",1,1
"26024",0,0
"26025",0,0
"26027",0,0
"260293",0,0
"26030",0,0
"26031",0,0
"26032",0,0
"26033",0,0
"26034",0,0
"26035",0,0
"26036",0,0
"26037",0,0
"26038",0,0
"26039",0,0
"26040",1,1
"260425",0,0
"260429",0,0
"26043",0,0
"260434",0,0
"260436",0,0
"26045",0,0
"26046",0,0
"26047",1,1
"26048",0,0
"26049",0,0
"26050",0,0
"26051",0,0
"26052",0,0
"26053",1,1
"26054",0,0
"26056",0,0
"26057",0,1
"26058",1,1
"26059",0,0
"26060",1,1
"26061",0,0
"26063",0,0
"26064",0,0
"26065",0,0
"26071",0,0
"26074",0,0
"26083",0,0
"26084",0,0
"26085",0,0
"26086",0,0
"26088",0,0
"26090",1,1
"26091",0,0
"26092",1,1
"26093",0,0
"26094",0,0
"26095",0,0
"26097",0,0
"26098",0,0
"26099",0,0
"26100",1,1
"26103",0,0
"26108",0,0
"26112",0,0
"26115",0,1
"26118",0,0
"26119",1,1
"26121",1,1
"26122",0,0
"26123",1,1
"26127",0,0
"26128",1,1
"26130",0,1
"26133",0,0
"26135",0,0
"26136",0,0
"26137",1,1
"26140",0,0
"26145",0,0
"26146",1,1
"26147",0,0
"2615",0,1
"26150",0,0
"26151",0,0
"26152",0,0
"26153",0,0
"26154",1,1
"26155",0,0
"26156",0,0
"26157",0,0
"26160",1,1
"26164",0,0
"26166",0,0
"26167",0,0
"26168",0,0
"2617",1,1
"261726",0,0
"261729",0,0
"26173",1,1
"261734",1,1
"26175",0,1
"2618",0,0
"26188",0,0
"26189",0,0
"2619",1,1
"26190",0,0
"26191",1,1
"262",0,0
"2620",0,0
"26205",0,0
"26206",0,0
"26207",0,0
"2621",0,0
"26211",0,0
"26212",0,0
"26219",0,0
"2622",1,1
"26224",1,1
"26225",0,0
"26227",1,1
"26228",0,0
"26229",1,1
"2623",1,1
"26230",0,0
"26231",0,0
"26232",0,0
"26233",0,0
"26234",0,0
"26235",1,1
"2624",1,1
"26240",0,0
"26245",0,0
"26246",0,0
"26248",0,0
"26249",1,1
"2625",1,1
"26251",0,0
"26253",0,0
"26254",0,0
"26256",0,0
"26257",0,0
"26258",1,1
"26259",0,0
"2626",1,1
"26260",0,0
"26261",0,0
"26262",0,0
"26263",0,0
"26266",0,0
"26267",0,0
"26268",0,0
"26269",0,0
"2627",1,1
"26270",0,0
"26271",0,0
"26272",0,0
"26273",0,0
"26275",1,1
"26276",1,1
"26277",1,1
"26278",1,1
"26279",0,0
"2628",1,1
"26280",0,0
"26281",1,1
"26284",1,1
"26285",0,0
"26286",0,0
"26287",0,0
"26289",0,0
"2629",1,1
"26291",0,0
"26292",0,0
"26297",0,0
"26298",0,0
"26301",0,0
"2631",0,0
"2632",1,1
"2633",0,0
"26330",0,0
"26333",0,0
"26338",0,0
"26339",0,0
"2634",0,0
"26341",0,0
"2635",0,0
"26353",1,1
"26354",0,0
"26355",0,0
"2636",0,0
"2637",0,0
"2638",0,0
"2639",1,1
"2641",0,0
"2642",1,1
"2643",1,1
"2644",0,0
"2645",1,1
"2646",0,0
"26468",0,0
"26469",0,0
"2647",0,0
"26470",0,0
"26471",0,0
"26472",0,0
"26476",0,0
"2648",0,0
"2649",0,0
"26493",0,0
"26496",0,0
"26499",0,0
"265",1,1
"2650",0,0
"26502",0,0
"26503",1,1
"26504",1,1
"26505",0,0
"26507",0,0
"26508",0,0
"26509",0,1
"2651",1,1
"26511",0,0
"26512",0,0
"26515",0,0
"26517",0,0
"26519",0,0
"26520",0,0
"26521",0,0
"26523",0,0
"26524",0,0
"26525",1,1
"26526",0,0
"26528",0,0
"2653",1,1
"26532",0,0
"26533",0,0
"26534",0,0
"26538",0,0
"26539",0,0
"26548",0,0
"2657",1,1
"26575",0,0
"26576",0,0
"26577",0,0
"26578",0,0
"26579",0,0
"2658",1,1
"26580",1,1
"26585",1,1
"26586",0,0
"26589",0,0
"266",0,0
"2660",1,1
"26608",1,1
"2661",1,1
"26610",1,1
"2662",0,0
"2664",1,1
"26648",0,0
"2665",0,0
"26658",0,0
"26659",0,0
"266629",0,0
"26664",0,0
"266675",0,0
"266722",0,0
"266727",0,0
"266743",0,0
"266747",0,0
"2668",1,1
"266812",0,0
"26682",0,0
"26686",0,0
"26689",0,0
"2669",0,0
"26693",0,0
"26696",0,0
"266977",0,0
"267",0,0
"2670",1,1
"267002",0,0
"267012",1,1
"267020",0,0
"2671",1,1
"2672",1,1
"2673",1,1
"26735",0,0
"26737",0,0
"2674",0,1
"26740",0,0
"26747",0,0
"26749",0,0
"2675",0,0
"26750",0,0
"26751",0,0
"2676",0,0
"26762",0,0
"2677",1,1
"2678",1,1
"268",1,1
"2683",1,1
"2686",0,0
"2687",0,0
"26872",0,0
"2688",1,1
"2689",0,0
"269",1,1
"2690",1,1
"2691",0,0
"2692",0,1
"2693",1,1
"2694",1,1
"2695",0,0
"26952",0,0
"26953",0,0
"26958",0,0
"26959",0,0
"2696",0,0
"26960",0,1
"2697",1,1
"26973",0,0
"26984",0,0
"26985",0,0
"26986",0,0
"26993",0,0
"26994",0,0
"26995",0,0
"26996",0,0
"26998",0,0
"26999",1,1
"27",0,0
"270",1,1
"2700",1,1
"27000",0,0
"27005",0,0
"27006",0,0
"2701",0,0
"27010",1,1
"27012",0,0
"27013",0,0
"27018",0,0
"27019",1,1
"2702",1,1
"27020",0,0
"27022",1,1
"27023",0,0
"2703",1,1
"27030",1,1
"27031",1,1
"27032",1,1
"27033",0,0
"27034",1,1
"27035",0,0
"27036",0,0
"27037",0,0
"27039",0,0
"27040",1,1
"27042",0,0
"27043",0,0
"27044",0,0
"2705",1,1
"2706",1,1
"27063",1,1
"27065",0,0
"27067",0,0
"27068",1,1
"27069",0,0
"2707",1,1
"27071",0,0
"27072",0,1
"27074",0,0
"27075",0,0
"27076",0,0
"27077",1,1
"27079",0,0
"27085",0,0
"27086",1,1
"27087",0,0
"27089",1,1
"2709",0,0
"27090",0,0
"27091",0,0
"27092",0,0
"27094",0,0
"27095",0,0
"27097",0,0
"27098",0,0
"271",1,1
"2710",1,1
"27101",0,0
"27102",0,1
"27106",0,0
"27107",1,1
"27109",0,0
"27111",0,0
"27112",0,0
"27113",0,0
"27115",0,0
"2712",0,0
"27120",0,0
"27121",0,0
"27122",0,0
"27123",0,0
"27124",0,0
"27125",1,1
"27127",0,0
"27128",0,0
"27129",0,0
"27130",1,1
"27131",0,0
"27132",0,0
"27133",0,0
"27134",0,0
"27136",0,0
"27141",0,0
"27143",0,0
"27145",0,0
"27146",0,0
"27147",0,0
"27148",1,1
"27151",1,1
"27152",1,1
"27153",0,0
"27154",0,0
"27156",0,0
"27158",0,0
"27159",0,0
"27161",0,1
"27163",0,0
"27164",0,0
"27165",0,0
"27166",0,0
"2717",1,1
"27173",0,0
"27175",0,0
"27177",0,0
"27178",0,1
"27179",0,0
"27180",0,0
"27181",0,0
"27183",0,1
"27185",1,1
"27189",0,0
"2719",1,1
"27190",0,0
"27197",0,0
"27198",0,0
"27199",0,0
"272",1,1
"2720",1,1
"27201",0,0
"27202",0,0
"27229",1,1
"27230",0,0
"27231",0,0
"27232",1,1
"27233",0,0
"27235",1,1
"27236",0,0
"27237",0,0
"27238",1,1
"27239",0,0
"27240",0,0
"27241",1,1
"27242",0,0
"27243",0,0
"27244",0,0
"27245",1,1
"27246",0,0
"27247",1,1
"27248",0,0
"27249",1,1
"27250",0,0
"27252",0,0
"27253",0,0
"27254",0,0
"27255",0,0
"27257",0,0
"27258",0,0
"27283",0,0
"27284",0,0
"27285",0,0
"27286",1,1
"27287",0,0
"27288",0,0
"27289",0,0
"2729",1,1
"27290",0,0
"27291",0,0
"27292",0,0
"27293",0,0
"27294",0,0
"27295",0,0
"27296",0,0
"27297",0,0
"27299",0,0
"273",0,0
"2730",0,0
"27300",0,0
"27301",0,0
"27302",0,0
"27303",0,0
"27304",0,0
"27306",0,0
"27309",0,0
"2731",1,1
"27314",0,0
"27315",1,1
"27316",1,1
"27319",0,0
"27324",0,0
"27327",0,1
"27328",0,0
"27329",1,1
"2733",1,1
"27330",0,0
"27332",0,0
"27333",0,0
"27334",0,0
"27335",0,0
"27336",0,0
"27338",0,0
"27339",0,0
"2734",0,0
"27340",0,0
"27341",0,1
"27342",0,0
"27343",0,0
"27344",0,0
"27345",0,0
"27346",0,0
"27347",0,0
"27348",0,0
"27349",0,0
"2735",1,1
"27350",0,0
"27351",0,0
"27352",0,0
"2736",1,1
"2737",1,1
"2738",0,0
"2739",0,0
"274",1,1
"2740",0,0
"2741",1,1
"2742",0,0
"27429",1,1
"2743",1,1
"27430",0,0
"27433",0,0
"27434",0,0
"27436",0,0
"27439",0,0
"2744",1,1
"27440",0,0
"27443",0,0
"27445",1,1
"2745",0,0
"2746",1,1
"2747",1,1
"275",1,1
"2752",1,1
"2760",1,1
"2762",0,0
"2764",0,0
"2765",0,0
"2766",0,0
"2767",1,1
"2768",0,0
"2769",0,0
"2770",0,0
"2771",1,1
"2773",1,1
"2774",1,1
"2775",1,1
"2776",1,1
"2778",1,1
"2779",1,1
"2780",1,1
"2781",0,0
"2782",1,1
"2783",0,1
"2784",1,1
"2785",0,0
"2786",0,0
"2787",0,0
"2788",0,0
"279",0,0
"2790",0,0
"2791",0,0
"2792",0,0
"2793",0,0
"2796",1,1
"2797",0,0
"2798",1,1
"2799",1,1
"280",0,0
"2800",0,0
"2801",0,0
"2802",0,0
"2803",0,0
"2804",0,0
"2805",0,0
"2806",1,1
"280636",0,0
"280658",0,0
"280660",0,0
"280664",0,0
"2810",0,0
"2811",1,1
"2813",0,0
"2814",0,0
"2815",1,1
"2817",1,0
"2819",1,1
"2820",1,1
"2821",1,1
"2822",0,0
"2823",0,0
"28231",0,0
"28232",0,0
"28234",1,1
"2824",0,0
"2825",0,0
"2826",0,0
"282616",0,0
"282617",0,0
"282618",0,0
"282679",0,0
"2827",0,0
"282770",0,0
"282775",0,0
"2828",0,0
"282808",0,0
"282809",1,1
"2829",0,0
"282966",0,0
"282969",0,0
"282973",0,0
"282974",0,0
"282991",0,0
"282996",1,1
"283",1,1
"2830",0,0
"283078",0,0
"283092",0,0
"283093",0,0
"2831",0,0
"283111",0,0
"283116",0,0
"283129",0,0
"283130",0,0
"283149",0,0
"283150",0,0
"283152",0,0
"283159",0,0
"28316",0,0
"283189",0,0
"2832",0,0
"283208",0,0
"283209",0,0
"283212",0,0
"283219",0,0
"283229",0,0
"283232",0,0
"283234",0,0
"283237",0,0
"283238",0,0
"283248",0,0
"283254",0,0
"283284",0,0
"283297",0,0
"283298",0,0
"2833",0,0
